Unnamed: 0,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage,Monat
11514,nicht klassifiziert,2018-07-29 00:00:00,49,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1915,Auto,Gut,7
11515,nicht klassifiziert,2012-05-15 00:00:00,31,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,2355,Taxi,Gut,5
11516,Bundesstrasse,2018-06-09 00:00:00,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1600,Auto,Regen,6
11517,Autobahn,2018-06-04 00:00:00,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,weiblich,1725,Auto,Gut,6
11518,nicht klassifiziert,2018-01-23 00:00:00,80,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1530,Bus,Gut,1
11519,nicht klassifiziert,2018-03-06 00:00:00,71,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,1624,Auto,Gut,3
11520,nicht klassifiziert,2011-03-10 00:00:00,46,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1415,Auto,Gut,3
11521,Bundesstrasse,2011-10-06 00:00:00,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1448,Auto,Gut (starker Wind),10
11522,nicht klassifiziert,2009-12-06 00:00:00,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1155,Auto,Gut,12
11523,Bundesstrasse,2018-06-19 00:00:00,23,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2200,Auto,Gut,6
11524,nicht klassifiziert,2018-11-05 00:00:00,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,1500,Auto,Gut,11
11525,Autobahn,2018-02-05 00:00:00,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,6,trocken,männlich,927,Auto,Gut,2
11526,nicht klassifiziert,2011-03-18 00:00:00,18,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1127,Auto,Gut,3
11527,Bundesstrasse,2018-06-27 00:00:00,81,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1725,Fahrrad,Gut,6
11528,nicht klassifiziert,2018-07-25 00:00:00,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1740,Auto,Gut,7
11529,Landesstrasse,2018-11-01 00:00:00,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1820,Auto,Gut,11
11530,Bundesstrasse,2009-10-14 00:00:00,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,nass / feucht,weiblich,900,Auto,Gut,10
11531,Bundesstrasse,2011-10-13 00:00:00,28,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,725,Fahrrad,Gut,10
11532,Bundesstrasse,2018-11-02 00:00:00,72,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1215,Auto,Gut,11
11533,Landesstrasse,2018-01-28 00:00:00,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1115,Auto,Gut,1
11534,nicht klassifiziert,2018-06-01 00:00:00,14,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1625,Auto,Gut,6
11535,nicht klassifiziert,2018-06-11 00:00:00,37,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1810,Auto,Gut,6
11536,Kraftfahrzeugstrasse,2018-01-07 00:00:00,59,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1355,Auto,Gut,1
11537,nicht klassifiziert,2012-05-29 00:00:00,18,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,2010,Taxi,Gut,5
11538,Bundesstrasse,2018-06-27 00:00:00,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,845,Auto,Gut,6
11539,Autobahn,2018-06-16 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1650,Auto,Gut,6
11540,nicht klassifiziert,2018-08-08 00:00:00,27,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,715,Taxi,Gut,8
11541,Bundesstrasse,2018-09-12 00:00:00,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1705,Auto,Gut,9
11542,nicht klassifiziert,2018-02-06 00:00:00,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2300,Auto,Gut,2
11543,nicht klassifiziert,2018-04-27 00:00:00,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1835,Bus,Gut,4
11544,nicht klassifiziert,2018-04-09 00:00:00,85,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2003,Auto,Gut,4
11545,nicht klassifiziert,2012-05-28 00:00:00,30,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1315,Auto,Gut,5
11546,nicht klassifiziert,2012-10-14 00:00:00,28,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,2,3,trocken,männlich,56,Auto,Gut,10
11547,nicht klassifiziert,2018-06-28 00:00:00,64,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1200,Bus,Regen,6
11548,nicht klassifiziert,2010-10-04 00:00:00,73,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,705,Auto,Gut,10
11549,nicht klassifiziert,2018-11-02 00:00:00,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1915,Auto,Gut,11
11550,Bundesstrasse,2018-06-15 00:00:00,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1755,Auto,Gut,6
11551,Bundesstrasse,2018-08-23 00:00:00,23,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1845,Auto,Gut,8
11552,Bundesstrasse,2018-04-16 00:00:00,32,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1425,Auto,Gut,4
11553,Bundesstrasse,2018-02-08 00:00:00,23,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,männlich,1545,Auto,Gut,2
11554,nicht klassifiziert,2018-09-15 00:00:00,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,845,Fahrrad,Gut,9
11555,nicht klassifiziert,2018-08-25 00:00:00,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1610,Auto,Gut,8
11556,nicht klassifiziert,2018-06-28 00:00:00,19,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,nass / feucht,weiblich,310,Taxi,Regen,6
11557,nicht klassifiziert,2018-02-18 00:00:00,67,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1600,Auto,Gut,2
11558,Bundesstrasse,2018-03-03 00:00:00,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,männlich,1110,Auto,Gut,3
11559,Bundesstrasse,2018-11-13 00:00:00,26,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,weiblich,1915,Auto,Gut,11
11560,Bundesstrasse,2009-03-16 00:00:00,51,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,trocken,männlich,2050,Mottorrad (500cc),Gut,3
11561,Bundesstrasse,2018-05-29 00:00:00,50,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1135,Transporter,Gut,5
11562,nicht klassifiziert,2018-07-03 00:00:00,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2340,Fahrrad,Gut,7
11563,nicht klassifiziert,2018-03-06 00:00:00,5,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,1624,Auto,Gut,3
11564,Bundesstrasse,2010-10-11 00:00:00,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,weiblich,2019,Auto,Gut,10
11565,nicht klassifiziert,2018-04-29 00:00:00,6,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1945,Auto,Gut,4
11566,Bundesstrasse,2009-03-03 00:00:00,46,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1939,Fahrrad,Gut (starker Wind),3
11567,nicht klassifiziert,2010-05-26 00:00:00,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1140,Auto,Gut,5
11568,nicht klassifiziert,2012-12-21 00:00:00,24,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1112,Taxi,Gut,12
11569,nicht klassifiziert,2010-10-12 00:00:00,5,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1820,Auto,Gut,10
11570,Bundesstrasse,2018-09-06 00:00:00,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1810,Mottorrad (500cc),Regen,9
11571,nicht klassifiziert,2018-04-25 00:00:00,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1440,Auto,Gut,4
11572,Bundesstrasse,2018-02-01 00:00:00,53,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1745,Auto,Gut,2
11573,Bundesstrasse,2018-12-04 00:00:00,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,925,Auto,Gut,12
11574,nicht klassifiziert,2012-03-16 00:00:00,20,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,6,4,trocken,männlich,1405,Auto,Gut,3
11575,nicht klassifiziert,2018-12-31 00:00:00,19,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,153,Taxi,Gut,12
11576,nicht klassifiziert,2018-04-06 00:00:00,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1125,Auto,Gut,4
11577,nicht klassifiziert,2010-10-22 00:00:00,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1841,Auto,Gut,10
11578,Bundesstrasse,2018-07-21 00:00:00,45,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1205,Auto,Gut,7
11579,nicht klassifiziert,2011-05-13 00:00:00,50,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1130,Auto,Gut,5
11580,nicht klassifiziert,2012-05-08 00:00:00,12,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,3,trocken,weiblich,1720,Auto,Gut,5
11581,nicht klassifiziert,2018-02-12 00:00:00,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1215,Transporter,Gut,2
11582,nicht klassifiziert,2018-06-14 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1305,Auto,Gut,6
11583,nicht klassifiziert,2018-08-27 00:00:00,34,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,1,nass / feucht,männlich,2140,Auto,Regen,8
11584,Bundesstrasse,2018-04-12 00:00:00,21,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,1,1,trocken,männlich,742,Mottorrad (125cc),Gut,4
11585,nicht klassifiziert,2018-08-05 00:00:00,45,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1700,Bus,Gut,8
11586,Bundesstrasse,2018-08-09 00:00:00,41,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,955,Auto,Gut,8
11587,Autobahn,2018-11-11 00:00:00,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,718,Auto,Gut,11
11588,Bundesstrasse,2011-10-06 00:00:00,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,männlich,1448,Auto,Gut (starker Wind),10
11589,Autobahn,2018-11-08 00:00:00,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1445,Auto,Gut,11
11590,nicht klassifiziert,2018-07-21 00:00:00,14,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1005,Fahrrad,Gut,7
11591,Bundesstrasse,2018-07-16 00:00:00,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1350,Bus,Gut,7
11592,nicht klassifiziert,2010-03-06 00:00:00,47,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,männlich,930,Mottorrad (500cc),Regen,3
11593,nicht klassifiziert,2018-02-17 00:00:00,7,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1500,Auto,Gut,2
11594,Kraftfahrzeugstrasse,2012-05-04 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,trocken,männlich,1551,Auto,Gut,5
11595,Bundesstrasse,2011-12-17 00:00:00,34,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,männlich,2320,Auto,Gut,12
11596,nicht klassifiziert,2018-02-18 00:00:00,15,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,trocken,weiblich,2350,Auto,Gut,2
11597,nicht klassifiziert,2018-04-30 00:00:00,4,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1730,Auto,Gut,4
11598,nicht klassifiziert,2018-07-30 00:00:00,20,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1320,Auto,Gut,7
11599,Bundesstrasse,2018-01-29 00:00:00,70,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1720,Auto,Gut,1
11600,nicht klassifiziert,2010-05-12 00:00:00,21,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1630,Bus,Gut,5
11601,Bundesstrasse,2018-12-30 00:00:00,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1154,Auto,Gut,12
11602,Landesstrasse,2009-03-17 00:00:00,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1800,Auto,Gut,3
11603,nicht klassifiziert,2018-10-11 00:00:00,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1500,Mottorrad (50cc),Gut,10
11604,Bundesstrasse,2018-01-27 00:00:00,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,weiblich,2242,Auto,Gut,1
11605,Bundesstrasse,2018-05-20 00:00:00,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,trocken,männlich,1855,Auto,Gut,5
11606,nicht klassifiziert,2018-05-05 00:00:00,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1730,Auto,Gut,5
11607,Landesstrasse,2011-03-22 00:00:00,43,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1210,Auto,Gut,3
11608,nicht klassifiziert,2018-11-07 00:00:00,85,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1750,Bus,Gut,11
11609,Bundesstrasse,2018-07-08 00:00:00,80,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1040,Bus,Gut,7
11610,nicht klassifiziert,2018-04-16 00:00:00,58,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,815,Fahrrad,Gut,4
11611,nicht klassifiziert,2009-03-04 00:00:00,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,männlich,1955,Auto,Gut,3
11612,Landesstrasse,2009-05-08 00:00:00,29,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2150,Auto,Gut,5
11613,Bundesstrasse,2018-02-12 00:00:00,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,830,Fahrrad,Gut,2
11614,nicht klassifiziert,2012-05-11 00:00:00,29,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,745,Fahrrad,Gut,5
11615,Bundesstrasse,2009-12-19 00:00:00,54,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1530,Auto,Schnee,12
11616,Bundesstrasse,2018-07-16 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1330,Auto,Gut,7
11617,Bundesstrasse,2018-09-11 00:00:00,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,830,Auto,Regen,9
11618,nicht klassifiziert,2018-04-27 00:00:00,62,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1320,Auto,Gut,4
11619,nicht klassifiziert,2018-03-29 00:00:00,50,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1850,Auto,Gut,3
11620,Bundesstrasse,2011-05-06 00:00:00,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,7,4,trocken,männlich,1600,Auto,Gut,5
11621,Autobahn,2018-09-21 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1820,Auto,Gut,9
11622,Bundesstrasse,2018-11-04 00:00:00,15,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,1700,Fahrrad,Regen,11
11623,Autobahn,2018-09-01 00:00:00,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,7,trocken,männlich,813,Auto,Gut,9
11624,nicht klassifiziert,2018-11-10 00:00:00,50,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1325,Auto,Gut,11
11625,nicht klassifiziert,2018-07-01 00:00:00,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1625,Auto,Gut,7
11626,Bundesstrasse,2018-04-06 00:00:00,32,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut,4
11627,nicht klassifiziert,2018-01-13 00:00:00,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,nass / feucht,männlich,2130,Fahrrad,Gut,1
11628,Bundesstrasse,2018-07-11 00:00:00,55,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,2117,Auto,Regen,7
11629,Autobahn,2018-11-18 00:00:00,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,4,trocken,männlich,1555,Auto,Gut,11
11630,Bundesstrasse,2018-11-03 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,männlich,1215,Auto,Gut (starker Wind),11
11631,nicht klassifiziert,2018-10-16 00:00:00,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1625,Auto,Gut,10
11632,nicht klassifiziert,2010-10-14 00:00:00,6,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1810,Auto,Gut,10
11633,nicht klassifiziert,2018-06-09 00:00:00,18,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,2055,Mottorrad (50cc),Gut,6
11634,nicht klassifiziert,2018-06-20 00:00:00,64,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,840,Auto,Gut,6
11635,Bundesstrasse,2018-06-24 00:00:00,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,2240,Auto,Regen,6
11636,nicht klassifiziert,2018-08-25 00:00:00,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,nass / feucht,weiblich,1015,Auto,Gut,8
11637,Autobahn,2018-09-14 00:00:00,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,4,trocken,männlich,740,Auto,Gut (starker Wind),9
11638,Bundesstrasse,2018-08-02 00:00:00,21,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2041,Auto,Gut,8
11639,nicht klassifiziert,2018-04-26 00:00:00,43,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,2129,Auto,Regen,4
11640,Bundesstrasse,2018-11-06 00:00:00,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,2215,Mottorrad (125cc),Regen,11
11641,nicht klassifiziert,2018-06-22 00:00:00,84,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1700,Auto,Gut,6
11642,Landesstrasse,2009-03-15 00:00:00,2,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1115,Auto,Gut,3
11643,Bundesstrasse,2018-01-14 00:00:00,36,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,3,nass / feucht,weiblich,1950,Auto,Gut,1
11644,Bundesstrasse,2018-11-26 00:00:00,50,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,nass / feucht,weiblich,2120,Auto,Regen,11
11645,Landesstrasse,2011-10-07 00:00:00,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,1,1,trocken,männlich,35,Auto,Gut,10
11646,nicht klassifiziert,2018-02-23 00:00:00,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1430,Auto,Gut,2
11647,nicht klassifiziert,2011-10-30 00:00:00,24,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,nass / feucht,weiblich,125,Auto,Gut,10
11648,nicht klassifiziert,2018-06-22 00:00:00,45,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2129,Auto,Gut,6
11649,Bundesstrasse,2018-12-24 00:00:00,26,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1040,Fahrrad,Gut,12
11650,nicht klassifiziert,2009-12-18 00:00:00,16,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost / Eis,weiblich,1107,Auto,Schnee,12
11651,Autobahn,2018-06-06 00:00:00,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,2005,Auto,Gut,6
11652,Bundesstrasse,2018-06-20 00:00:00,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1655,Auto,Gut,6
11653,Bundesstrasse,2018-08-03 00:00:00,38,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1020,Auto,Gut,8
11654,nicht klassifiziert,2018-01-09 00:00:00,18,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,1,nass / feucht,männlich,2005,Auto,Gut,1
11655,Autobahn,2018-04-13 00:00:00,64,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1720,Auto,Gut,4
11656,nicht klassifiziert,2010-05-31 00:00:00,16,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1450,Mottorrad,Gut,5
11657,nicht klassifiziert,2018-09-24 00:00:00,19,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,840,Mottorrad (50cc),Gut,9
11658,nicht klassifiziert,2018-08-28 00:00:00,5,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1855,Andere,Gut,8
11659,Bundesstrasse,2018-01-17 00:00:00,20,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1505,Auto,Gut,1
11660,Bundesstrasse,2018-06-23 00:00:00,39,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1740,Auto,Gut,6
11661,Bundesstrasse,2018-07-01 00:00:00,67,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,2010,Auto,Gut,7
11662,Bundesstrasse,2018-06-08 00:00:00,39,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1405,Auto,Gut,6
11663,Autobahn,2011-12-04 00:00:00,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,Frost / Eis,männlich,2335,Auto,Gut,12
11664,Bundesstrasse,2018-12-07 00:00:00,25,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1110,Auto,Gut,12
11665,Landesstrasse,2011-10-12 00:00:00,4,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,nass / feucht,weiblich,1910,Auto,Regen,10
11666,nicht klassifiziert,2018-02-28 00:00:00,18,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,6,2,trocken,weiblich,2035,Auto,Gut,2
11667,nicht klassifiziert,2018-09-11 00:00:00,19,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,320,Taxi,Gut,9
11668,nicht klassifiziert,2018-03-10 00:00:00,2,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1530,Bus,Gut,3
11669,Bundesstrasse,2018-10-29 00:00:00,52,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,1140,Auto,Gut,10
11670,Bundesstrasse,2018-11-03 00:00:00,25,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,1,nass / feucht,männlich,2215,Auto,Regen,11
11671,nicht klassifiziert,2010-03-10 00:00:00,83,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1640,Bus,Gut,3
